EmployeeID,LastName,FirstName,Department,Salary
14203,Chavez,Alexis,Engineering,118153.15
14205,Porter,Adam,Engineering,116459.97
14426,Flores,Anthony,Engineering,115105.05
14924,Bradley,Adam,Engineering,114065.58
14307,Caldwell,Aaron,Engineering,106848.47
14933,Martin,Angela,Engineering,106629.7
14323,Ferguson,Autumn,Engineering,103983.34
14797,Martinez,Ana,Engineering,94585.78
14736,Butler,Anita,Engineering,88017.71
14642,Holt,Anna,Engineering,86021.63
14740,Campbell,Anthony,Engineering,85903.47
14769,Miller,Ashley,Engineering,79682.18
14028,Garcia,Ashley,Engineering,77337.32
14993,Butler,Angela,Engineering,70603.48
14102,Meyer,Adam,Engineering,68544.05
14745,Ryan,Ashley,Engineering,61388.88
14394,Stafford,Amber,Finance,95256.35
14694,Harrison,Anna,Finance,89196.74
14316,Henderson,Anthony,Finance,84453.52
14706,Matthews,Adam,Finance,78510.73
14290,Wilkins,Anne,Finance,77284.78
14992,Brown,Anna,Finance,75161.2
14151,Watkins,Antonio,Finance,69162.64
14866,Gibbs,Alan,Finance,67499.77
14997,Watkins,Alex,Finance,62450.84
14125,Maldonado,April,Finance,58949.17
14429,Hammond,Amanda,HR,92260.54
14257,Summers,Alicia,HR,87277.84
14707,Craig,Amy,HR,79360.94
14116,Morris,Angelica,HR,75915.1
14575,Byrd,Anne,HR,72595.25
14689,Pierce,Angela,HR,60570.85
14897,Park,Angela,HR,58964.14
14823,Palmer,Alexander,IT,110721.08
14737,Morrison,Amy,IT,103470.22
14287,Smith,Allison,IT,96356.85
14460,Myers,Aaron,IT,90305.56
14342,Carlson,Alicia,IT,90083.04
14490,Scott,Andrew,IT,88910.99
14763,Scott,Ana,IT,88058.04
14709,White,Andrea,IT,78936.51
14284,Davis,Anthony,IT,61288.56
14641,Valdez,Allison,Legal,124741.24
14907,Hunter,Amanda,Legal,114218.93
14926,Moore,Angela,Legal,101068.37
14200,Davis,Anna,Legal,99713.75
14845,Morrison,Adam,Legal,92527.71
14264,Williamson,Ann,Legal,90258.74
14089,Pittman,Angela,Legal,84540.5
14514,Freeman,Alec,Legal,81508.6
14440,Cunningham,Adam,Legal,65740.06
14006,Davidson,Anthony,Marketing,99235.32
14215,Simmons,Alan,Marketing,92514.05
14569,Scott,Alyssa,Marketing,91283.96
14045,Franklin,Andrew,Marketing,82176.93
14634,Hunter,Andre,Marketing,75529.04
14309,Greene,Ashley,Marketing,74513.05
14023,Paul,Allison,Marketing,73942.64
14929,Lewis,Alec,Marketing,62822.98
14605,Campos,Andrew,Marketing,60041.24
14882,Garcia,Amy,Marketing,58066.43
14792,Wilson,Amy,Marketing,55355.6
14383,Aguilar,Anne,Marketing,51785.73
14531,Burgess,Andre,Sales,78581.71
14104,Woods,Aaron,Sales,78346.65
14638,Johnson,Anthony,Sales,76393.87
14137,Morris,Alexander,Sales,75458.84
