EmployeeID,LastName,FirstName,Department,Salary
8470,Reyes,Ann,Engineering,118975.12
8316,Miller,Ana,Engineering,115368.56
8829,Bradley,Andrew,Engineering,113454.02
8807,Doyle,Alan,Engineering,110873.3
8377,Mann,Andrew,Engineering,108000.25
8863,Hanson,Alyssa,Engineering,104267.95
8963,Wright,Ariana,Engineering,99455.83
8466,Wheeler,Amanda,Engineering,94017.91
8477,Perez,Angel,Engineering,88968.12
8444,Goodwin,Adam,Engineering,72012.83
8027,Williams,Andrew,Finance,109538.79
8668,Walker,Amanda,Finance,106225.53
8455,Walker,Alexander,Finance,101070.33
8451,Thomas,Amber,Finance,100833.22
8318,Choi,Andrew,Finance,98228.21
8952,Nunez,Amanda,Finance,94342.74
8248,Johnson,Allison,Finance,94282.84
8763,Michael,Amber,Finance,88172.63
8555,Swanson,Angel,Finance,81161.01
8506,Taylor,Amanda,Finance,76114.31
8759,Charles,Amanda,Finance,75823.5
8404,Marsh,Amanda,Finance,74308.88
8008,Rangel,Aaron,Finance,72226.25
8426,Moss,Ashley,Finance,69669.09
8905,Shelton,Angela,Finance,67528.54
8620,Eaton,Angel,Finance,62676.29
8223,Johnson,Anthony,Finance,61125.76
8161,Walters,Alexis,HR,92940.7
8837,Arellano,Amanda,HR,86862.87
8035,Mills,Austin,HR,85629.22
8300,Robinson,Amber,HR,84594.78
8937,Dawson,Ann,HR,81344.99
8540,Rodriguez,Adam,HR,79665.66
8052,Anderson,Ann,HR,76425.88
8808,Clark,Anthony,HR,75640.85
8100,Bentley,Anthony,HR,69620.2
8006,Heath,Angela,HR,69512.84
8117,Boyd,Aaron,HR,64768.65
8696,Terry,Angela,HR,61156.32
8992,Thompson,Amber,HR,52142.99
8962,Lucas,Alexander,HR,51404.97
8037,Luna,Amanda,IT,109244.41
8474,Johnson,Audrey,IT,99798.98
8693,Stephens,Andrea,IT,93149.43
8056,Sullivan,Albert,IT,91994.47
8233,Coleman,Amanda,IT,87516.58
8113,Whitaker,Adam,IT,80489.74
8525,Hill,Ana,IT,77734.13
8981,Atkins,Anne,IT,74270.48
8498,Johnson,Amanda,IT,70330.32
8662,Brown,Andrea,IT,64862.95
8207,Gonzalez,Andrew,Legal,121402.08
8642,Lopez,Amanda,Legal,118044.73
8480,Mckinney,Amanda,Legal,114043.56
8917,Johnson,Anthony,Legal,108577.16
8868,Barnes,Allison,Legal,97397.43
8338,Lane,Allison,Legal,95870.55
8704,Graham,Angela,Legal,95031.68
8129,Torres,Angela,Legal,93644.84
8907,Snyder,Amy,Legal,91708.46
8511,Owens,Austin,Legal,89568.34
8107,Green,Alexandra,Legal,88876.99
8903,Hernandez,Amanda,Legal,87435.09
8596,Ponce,Anita,Legal,78074.45
8065,Weiss,Alexandria,Legal,74392.27
8788,Richardson,Austin,Legal,66569.38
8615,Parks,Andrea,Marketing,98785.84
8157,Bennett,Angela,Marketing,97457.1
8561,Ramos,Amanda,Marketing,89922.0
8580,Beard,Anthony,Marketing,75291.73
8700,Garcia,Aaron,Marketing,69689.51
8071,Bryant,Alexis,Marketing,63932.46
8810,Adams,Alejandro,Marketing,57856.18
8536,Fitzgerald,Allison,Marketing,56823.89
8178,Branch,Anthony,Marketing,52089.72
8643,Howard,Alexander,Sales,88658.83
8392,Copeland,Alyssa,Sales,88186.36
8253,Leblanc,Amy,Sales,87535.35
8738,Fuller,Alyssa,Sales,85958.41
8669,Townsend,Amanda,Sales,84675.0
8270,Brown,Ashley,Sales,84566.61
8805,Ingram,Ashley,Sales,77035.45
8560,Moore,Amy,Sales,71464.98
8711,Ross,Alicia,Sales,71001.66
8084,Snyder,Amber,Sales,60341.01
8614,Smith,Amanda,Sales,58918.07
8659,Flores,Aaron,Sales,52830.36
8892,Day,Adam,Sales,47614.3
8326,Maynard,April,Sales,46310.24
8038,Hill,Amanda,Support,79928.94
8933,Smith,Aaron,Support,78507.96
8658,Browning,Amber,Support,78107.32
8093,Bean,Ann,Support,64969.48
8049,Roy,Andrea,Support,55445.48
8429,Mccullough,Alyssa,Support,52651.83
8930,Howard,Amanda,Support,51580.63
8812,Sandoval,Anne,Support,49357.81
8961,Greer,Annette,Support,47694.26
8179,Weiss,April,Support,45376.73
8281,Gould,Breanna,Engineering,103600.08
8127,Hamilton,Bradley,Engineering,86146.95
8431,Martin,Bryan,Engineering,77904.52
8797,Myers,Brandon,Engineering,75760.68
8664,Peterson,Beth,Engineering,62335.38
8508,Anderson,Brian,Finance,103213.47
8039,Stewart,Brad,Finance,102034.97
8333,Jones,Brenda,Finance,98154.98
8335,Miller,Brian,Finance,93889.53
8778,Ellis,Brittany,Finance,86025.1
8982,Davies,Brenda,Finance,84011.69
8184,Barber,Brittany,Finance,77928.82
8169,Matthews,Bailey,Finance,65974.36
8294,Butler,Brandon,Finance,64960.64
8942,Martin,Beverly,Finance,59113.32
8858,Chen,Benjamin,HR,91958.14
8363,Jensen,Brian,HR,55074.87
8926,Dyer,Brian,IT,105402.75
8441,Moore,Brian,IT,105335.06
8661,Jones,Brian,IT,95124.81
8395,Hampton,Barbara,Legal,119371.7
8719,James,Brian,Legal,113797.61
8501,Mullen,Bradley,Legal,97398.18
8258,Holland,Brian,Legal,74349.89
8651,James,Brandon,Legal,71630.67
8998,Hobbs,Bryan,Marketing,98336.92
8315,Middleton,Beverly,Marketing,98282.55
8459,Williams,Bob,Marketing,77224.6
8543,Day,Bruce,Marketing,76719.77
8068,Lang,Beth,Marketing,71198.65
8934,Martin,Bonnie,Marketing,69901.0
8850,Martin,Breanna,Marketing,58640.64
8162,Arnold,Brittney,Marketing,55070.81
8475,Foley,Brian,Marketing,54396.8
8099,Green,Brian,Marketing,50715.07
8541,Bowen,Brandi,Sales,83390.74
8103,Berry,Brian,Sales,81843.91
8454,Collins,Brittany,Sales,76143.52
8792,Cox,Bruce,Sales,60980.83
8924,Davis,Brooke,Sales,59935.16
8334,Goodman,Bradley,Sales,55958.83
8339,Price,Brittany,Sales,54729.28
8556,Wilson,Brittany,Sales,50816.22
8136,Shelton,Brian,Sales,47879.63
8522,Barrett,Brenda,Support,65621.4
8121,Brown,Betty,Support,60534.45
8192,Gray,Brian,Support,52687.76
8635,Perez,Barbara,Support,51572.27
8822,Hawkins,Brenda,Support,49310.97
8070,Larson,Billy,Support,44516.16
8532,Davis,Christopher,Engineering,119854.99
8703,Williams,Crystal,Engineering,116004.51
8048,Santos,Christina,Engineering,113170.07
8399,Johnson,Courtney,Engineering,108065.39
8943,Newton,Cathy,Engineering,98647.4
8631,Duncan,Cindy,Engineering,96502.94
8111,Green,Christine,Engineering,83431.39
8802,Johnson,Christian,Engineering,83324.08
8094,Weber,Christina,Engineering,73222.14
8547,Perez,Christine,Engineering,71392.27
8686,Richardson,Charles,Engineering,70348.83
8735,Valdez,Carrie,Engineering,67413.05
8186,Webster,Christopher,Engineering,62579.14
8514,Hamilton,Christopher,Finance,103209.73
8321,Duncan,Courtney,Finance,99249.8
8271,Montgomery,Cristina,Finance,71957.77
8925,Simmons,Christopher,Finance,67995.66
8527,Rios,Christina,Finance,60076.85
8172,Walls,Cheryl,HR,93528.12
8726,Collins,Crystal,HR,90373.58
8195,Oneill,Christopher,HR,88609.82
8060,Rogers,Carl,HR,82487.59
8936,Jones,Caitlin,HR,75775.71
8946,Lee,Cathy,HR,73713.15
8554,Elliott,Courtney,HR,71871.22
8795,Jackson,Christopher,HR,70209.18
8720,King,Cynthia,HR,68499.87
8870,Sims,Candace,HR,68277.95
8909,Adkins,Christina,HR,67904.94
8112,Brown,Christopher,HR,66485.08
8717,Watson,Crystal,HR,64995.14
8650,Riley,Charles,HR,58711.38
8867,Franklin,Carmen,HR,58559.51
8383,Robinson,Crystal,IT,114916.09
8753,Arnold,Christine,IT,98628.13
8608,Stanton,Christopher,IT,94997.82
8030,Alvarez,Crystal,IT,92263.7
8156,Mitchell,Carlos,IT,88366.51
8791,Harrison,Christine,IT,87368.64
8503,Soto,Carlos,IT,84085.39
8251,Davis,Cassandra,IT,80585.8
8067,Watson,Craig,IT,76934.18
8472,Harris,Christopher,IT,67199.08
8283,Barron,Christopher,IT,66701.91
8935,Price,Carrie,IT,60472.13
8520,Johnson,Cindy,Legal,123769.8
8879,Russell,Cory,Legal,121971.38
8288,Weber,Cheryl,Legal,108248.8
8513,Russell,Christopher,Legal,106469.26
8313,Wright,Carol,Legal,99770.89
8630,Richards,Crystal,Legal,85217.02
8918,West,Christopher,Legal,74043.13
8291,Larson,Christopher,Legal,70659.82
8328,Johnson,Cynthia,Legal,70506.53
8188,Shaffer,Carol,Marketing,98122.12
8502,Weaver,Catherine,Marketing,89712.67
8811,Mathis,Cole,Marketing,86393.3
8402,Perry,Colton,Marketing,82646.67
8375,Morris,Cynthia,Marketing,78122.62
8904,Johnson,Cheryl,Marketing,70407.75
8126,Davis,Candice,Marketing,54532.53
8599,Holland,Chelsea,Marketing,51787.58
8231,Robinson,Cassandra,Sales,85938.12
8310,Delgado,Christian,Sales,85711.01
8324,Olson,Colin,Sales,76985.31
8152,Miranda,Craig,Sales,74719.38
8292,Lee,Cynthia,Sales,67484.67
8507,Jordan,Catherine,Sales,66659.86
8221,Williams,Christopher,Sales,63372.72
8062,Sandoval,Catherine,Sales,63123.98
8290,Baker,Clayton,Sales,59277.17
8539,Lee,Cristina,Sales,47885.86
8898,Gray,Cody,Support,75897.72
8944,Green,Carla,Support,69014.79
8881,Woodward,Chad,Support,66477.66
8500,Decker,Christy,Support,63562.73
8800,Smith,Carrie,Support,63203.96
8075,Berger,Carol,Support,57549.81
8337,Gordon,Christian,Support,57193.56
8329,Kelly,Catherine,Support,51734.38
8173,Mooney,David,Engineering,116265.21
8702,Randall,Daniel,Engineering,105993.9
8226,Willis,Donna,Engineering,104521.05
8390,Barron,Daniel,Engineering,97226.8
8421,Williams,Dorothy,Engineering,88608.19
8694,Steele,Derrick,Engineering,81542.89
8535,Lewis,David,Engineering,80960.92
8154,Juarez,Daniel,Engineering,79342.87
8750,White,Dana,Engineering,75010.93
8741,Woods,Donald,Finance,108284.51
8804,Scott,David,Finance,99617.01
8899,Martin,David,Finance,96682.15
8118,Herrera,Danielle,Finance,96331.92
8147,Miller,Debbie,Finance,95033.76
8243,Mcdonald,Donna,Finance,87007.24
8238,Brooks,David,Finance,78232.4
8267,Ayala,David,Finance,63675.8
8663,Oliver,Denise,Finance,55689.08
8085,Webster,David,HR,91266.87
8533,Williams,Dominique,HR,90722.2
8845,Velazquez,Daniel,HR,79286.68
8687,Vang,David,HR,76578.57
8927,Williams,Dustin,HR,75473.08
8819,Walters,Dana,HR,68443.37
